code	posted_on	posted_by	title	body
A000011	20010401	mheins	Interchange 4.6.4 released	<p>Interchange 4.6.4 is <a href="/i/dev/download">now available for download</a>. This release (1) fixes an important security problem in the default installation of the demos (<a href="https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2001-0372">CVE-2001-0372</a>); (2) adds the Apache module mod_interchange, written by Francis J. Lacoste of iNsu Innovations Inc.; and (3) fixes several minor bugs. Several different packages are available: the standard gzipped tar distribution; an RPM for Red Hat Linux 6 and Linux-Mandrake; an RPM for Red Hat Linux 7; and Debian GNU/Linux packages.</p>
A000010	20010328	mheins	Development release of Interchange 4.7.1	<p>You can try out the alpha-test version of the new 4.7.x branch of Interchange by checking out with CVS tag DEV_4_7_0, or by downloading the latest from <a href="https://ftp.interchangecommerce.org/interchange/">the download site</a>. There is a long list of new features in the WHATSNEW file. This site is running on Interchange 4.7.x. You can also check out <a href="/i/dev/demo">the demo</a> on demo space 3, and some updated docs can be found.</p>
A000004	20010319	mheins	About Interchange	<p>Red Hat’s Interchange platform is the most widely distributed open source e-business application available today. Thousands of companies use Interchange or its predecessors, and it is supported by a lively development community. It has a <a href="/i/dev/about">host of features</a> and lots of <a href="/i/dev/docs">supporting information</a>.</p>
A000005	20010301	mheins	Interchange Tutorial	<p>A new tutorial will familiarize you with many of the basic concepts of Interchange catalogs by leading you through the process of building a catalog from the ground up, all by hand. You’ll create every directory and file yourself, and understand what each part does. When you’re done, you’ll have a very basic but working catalog, but more importantly, we hope you’ll have learned a lot about Interchange. You can download it here in <a href="/doc/iccattut.pdf">PDF format</a> or read it on <a href="/doc/">the developer site</a>.</p>
A000006	20010301	mheins	Interchange Surveys	<p>We are taking two web-based surveys of Interchange users. Each takes about 5-10 minutes to fill out. We’re interested in learning about <a href="http://websurveyor.net/wsb.dll/4323/InterchangeTrainingSurvey.htm">your Interchange training needs</a> and hearing about <a href="http://websurveyor.net/wsb.dll/4323/akopiasurvey.htm">your Interchange experience overall</a>.</p><p>The gathered information will not be shared or redistributed, except in the form of overall numbers, and your contact information will be kept confidential. You will not be spammed.
100011	20010209	mheins	Interchange 4.6.3 released	
100012	20010208	mheins	Interchange 4.6.2 released	
A000003	20010206	mheins	Red Hat Acquires Akopia and Interchange	<p>Red Hat will integrate the Interchange e-commerce platform into Red Hat’s solutions portfolio that now includes Interchange, the Stronghold Secure Web Server and CCVS e-commerce payment system for a comprehensive e-commerce solution offering. With the addition of Interchange, customers and organizations looking to build an integrated e-commerce infrastructure with the flexibility and low cost advantages of open source can look to Red Hat for comprehensive open source technologies and global support. <a href="https://web.archive.org/web/20020220120856/http://www.redhat.com/about/presscenter/2001/press_akopia.html">[Press Release]</a></p>
A000007	20010204	mheins	#interchange channel on IRC	<p>Victor “Ven” Nolton runs an IRC channel for discussion of Interchange. The server is <tt>irc.vensnews.com</tt> and the channel is <tt>#interchange</tt>. There are often several people online sharing Interchange tips, so drop by sometime. (If you don’t have IRC, check out the <a href="http://www.vensnews.com/interchange/">web interface</a>.) Regularly scheduled chat times where the Interchange development team is present can be found <a href="/i/dev/users/community">here</a>.</p>
100013	20001203	mheins	Interchange 4.6.1 released	
100014	20001027	mheins	Interchange 4.6.0 released	
100015	20001020	mheins	Interchange 4.5.8 beta released	
100017	20001019	mheins	Overhauled documentation available	<p>Completely overhauled documentation is now available both with the Interchange distribution and on this website.</p>
100016	20001006	mheins	Interchange 4.5.7 beta released	
100018	20000926	mheins	Interchange 4.5.6 beta released	
100008	20000810	mheins	Akopia Developer Resource site launched	<p>The navigation menus in the sidebar to the left list the highlights of this site. If you’re new, you may want to start with the beginner’s guide, then try out the <a href="/i/dev/demo">live demo</a> and <a href="/i/dev/download">download the software</a> if you’d like to try it on your own server.</p><p>This web site is just a start. We’ve greatly improved our documentation in recent months, and though it will take time, this web site takes one step in the right direction: each documentation page on the site is annotatable. If you find any documentation here lacking, unclear, or inaccurate, please make whatever notes or additions you see fit at the end. We will work to incorporate your annotations as we work on the documentation. This is your site. We welcome you to join the <a href="/mailman/listinfo/interchange-users">interchange-users</a> mailing list and post your feedback.</p>
B005	20021021	mheins	New web site look and feel, new server provider	<p>We have started the changeover to a new web site look and feel vaguely reminiscent of the Interchange 5.0 (4.9 for now) admin interface. We expect all services to be up — please report any problems to the user mail list.</p><p>You will notice that we have added a forum to front-page newsgroups. We will be encouraging users to submit articles shortly.</p><p>This server is graciously provided by <a href="https://www.endpoint.com/">End Point Corp.</a> Please show your appreciation by visiting their web site.</p>
100418	20050607	mheins	Admin UI Documentation	<p>Perusion has made some <a href="https://web.archive.org/web/20050825204353/http://www.perusion.com/ichelp/">Interchange Admin UI documentation</a> available for general use.</p><p>If enough interest is shown, the information will be placed under the GPL and a Wiki version generated.</p>
100440	20050923	jonc	Security flaw found in Interchange demo	<p>A security flaw has been discovered in the Interchange demo catalog which allows an arbitary user to inject Interchange Tag Language (ITL) into the forum/submit.html page. This affects catalogs built on the ‘mike’, ‘standard’, or ‘foundation’ demo included with Interchange from version 4.9.3 (development) and 5.0 (stable). Two vulnerability database entries cover this: <a href="https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2005-3072">CVE-2005-3072</a> and <a href="https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2005-3073">CVE-2005-3073</a>.</p><p>The Interchange Development Group recommends that all vulnerable catalogs are immediately patched with the updated version of the forum/submit.html file. Alternatively, if the forum feature is not being used, the page can safely be removed. Whether or not the forum feature is being used, this page should be patched or removed.</p><p>Updated releases of Interchange: <a href="http://ftp.icdevgroup.org/interchange/5.0/tar/">5.0.2</a> and <a href="http://ftp.icdevgroup.org/interchange/5.2/tar/">5.2.1</a> are available, RPM versions will follow.</p><p>The <a href="http://ftp.icdevgroup.org/interchange/nightly_build/">nightly build</a> now also includes the fix.</p>
100329	20040505	jon	Interchange 5.2.0 released	<p>We’re pleased to announce the release of Interchange 5.2.0, a new production-ready stable version of our web application server. Check out the <a href="http://ftp.icdevgroup.org/interchange/5.2/WHATSNEW">change log</a> or <a href="/i/dev/download">download a copy</a> now!</p>
100324	20040420	Ivan Kohler	Business::OnlinePayment support for Interchange	<p>A preliminary wrapper Vend::Payment::BusinessOnlinePayment is now available that enables the use of the standard Perl <a href="https://metacpan.org/pod/Business::OnlinePayment">Business::OnlinePayment</a> modules with Interchange. Business::OnlinePayment is a set of related CPAN perl modules for processing payments with different online gateways.</p>
100323	20040420	jon	Interchange 5.1.1 beta now available	<p>The Interchange Development Group is pleased to release Interchange 5.1.1, a beta test version on the way to upcoming stable version 5.2. <a href="/i/dev/download">Download it now!</a></p><p>We are concerned about the lack of feedback regarding the 5.1.0 beta release. We would like to produce a new stable version with fewer bugs and more features, but that relies on broad test coverage. Please help us to improve Interchange by downloading and testing this presumably final release candidate for Interchange 5.2.0. Any kind of comment and suggestion will be helpful.</p>
100321	20040412	jon	Interchange 5.1.0 beta released	<p>A new beta version of Interchange was released. We invite developers to <a href="/i/dev/download">try it out</a>.</p>
100319	20040329	jon	Interchange 5.0.1 and 4.8.9 released	<p>A serious security vulnerability was found in Interchange (assigned IDs <a href="https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2004-0374">CVE-2004-0374</a> and <a href="https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2004-2668">CVE-2004-2668</a>). <a href="/pipermail/interchange-announce/2004/000044.html">Patches were published</a> and <a href="/pipermail/interchange-announce/2004/000045.html">new versions released</a> to fix the problem. <a href="/i/dev/download">Visit the download page</a> for more information.</p>
100099	20031215	jon	Interchange 5.0 released	<p>We’re pleased to announce the release of Interchange 5.0, the first version of our new stable line of development. This culminates over a year of development work. Take a look at the release notes and <a href="/i/dev/download">download a copy today!</a></p>
100231	20031112		Interchange User fMRIDC.org in Infoworld Top 100	<p>Interchange user <a href="http://www.fmridc.org/">fMRIDC</a> has been named as an <a href="https://web.archive.org/web/20031119062953/http://www.infoworld.com/article/03/11/07/44FEiw100intro_1.html?s=feature">outstanding IT project</a> on the <a href="https://web.archive.org/web/20031118044204/http://www.infoworld.com/pdf/special_report/2003/44SRiw100.pdf">Infoworld 100</a> list, which honors IT initiatives making use of innovative technology to further their organizations’ goals.</p><p><a href="https://www.paradigmcc.com/">Paradigm Consulting Co.</a> did the online implementation in Interchange, moving from PHP when the site became difficult to maintain.</p>
100100	20031031	jon	Interchange 4.9.9 released	<p>Today Interchange 4.9.9 has been released! This latest version in the development branch includes months of work and hundreds of improvements to the core, the admin, and Foundation. <a href="/i/dev/download">Download a copy now!</a></p>
100180	20030619	jon	Interchange 4.9.8 released	<p>The Interchange Development Group announces the release of Interchange 4.9.8. This latest version in the development branch includes months of work and hundreds of improvements to the core, the admin, and Foundation. Download a copy now! More details are in the <a href="/pipermail/interchange-announce/2003/000038.html">release announcement</a>.</p>
B006	20021219	mheins	Interchange Documentation Wiki	<p>Jon Jensen and I have thought about doing this ever since we did an Intranet based on Interchange. I finally decided to take the leap and try out an Interchange Documentation Wiki.</p><p>You can edit any item in there simply by creating an account and wailing away. We will be watching all changes to the core documentation at <a href="/mailman/listinfo/docs">docs@icdevgroup.org</a>, and merging in the good changes to the actual IC 5.0 documentation.</p><p>Those of you who have wanted to work on something but didn’t feel you had the time to start learning the SDF docs for Interchange can now work casually in the much simpler POD format. And you can add links to your favorite supplemental information as well.</p><p>Try the Wiki concept, you’ll like it!</p>
B007	20021212	mheins	interchange.rtfm.info	<p>Some of you may have already run across Kevin Walsh’s fine <a href="http://interchange.rtfm.info/">interchange.rtfm.info</a> site. It is an excellent clearinghouse for information about Interchange, and is a must-see for anyone who has questions about Interchange.</p><p>Kevin also hosts the Interchange IRC channel, which has frequent visitors of all types.</p>
B008	20021212		Interchange 4.9.5 Released	<p>ICDEVGROUP announces the release of Interchange 4.9.5. It is a bugfix release to correct problems with 4.9.4, and has just a couple of new features.</p><p>Notable:</p><ul><li>Add component files in for new selectable results-list done by Ton. This fixes a "no search results" problem seen in 4.9.4.</li><li>Make proper patches to history-scan and barlink() to work with Randy Moore’s category_vert_toggle component.</li><li>Fixed problem with PreFork and mod_perl modes where Interchange children kept order profile state between runs.</li><li>A number of refinements and fixes to Menu module. Fixes improper state keeping for tree-based components.</li><li>Simplify field_settor subroutines with prepared query and placeholders. Prevents infamous DBD::Pg::do errors.</li></ul><p>A complete list is available in <a href="http://ftp.icdevgroup.org/interchange/4.9/WHATSNEW">WHATSNEW</a>.</p><p>Distribution available at:</p><blockquote><h3>TAR</h3><a href="http://ftp.icdevgroup.org/interchange/4.9/tar/interchange-4.9.5.tar.gz">http://ftp.icdevgroup.org/interchange/4.9/tar/interchange-4.9.5.tar.gz</a><h3>RPM</h3><a href="http://ftp.icdevgroup.org/interchange/4.9/rpm/">http://ftp.icdevgroup.org/interchange/4.9/rpm/</a><h3>SRPM</h3><a href="http://ftp.icdevgroup.org/interchange/4.9/srpm/">http://ftp.icdevgroup.org/interchange/4.9/srpm/</a></blockquote><p>All questions and inquiries should be directed to Interchange’s fine user mail list: <a href="/mailman/listinfo/interchange-users">interchange-users@icdevgroup.org</a></p>
B009	20021202	mheins	Interchange 4.9.4 released	<p>ICDEVGROUP is <a href="/pipermail/interchange-announce/2002/000034.html">happy to announce</a> the release of Interchange 4.9.4. It is the best Interchange available today.</p><p>All people using the 4.9.3 nightly builds as a basis for their development should standardize on this version and not update routinely from the nightly_build tree. The next round of nightly builds and CVS checkouts will start to be unstable in the UI area, as a major update to page logic and page look-and-feel is in progress.</p> <UL> <LI> New survey and mailforms generator allows you to point and click your way to a poll, survey, or feedback form including an optional "wizard" look and feel.  <LI> Payment settlement functions for post-auth and void are now supported in the UI, and the order status update functions are easier and more visually pleasing.  <LI> Forum feature allows commments and reviews by users.  <LI> Tabbed-display tag allows easy creation of tabbed entries on a page — portable for Mozilla, MSIE 5.5+, and Opera 7.  <LI> New UI look and feel. This is a taste of what is to come; some very professional HTML design is still ongoing, and Interchange is not done yet in that regard.  </UL><p> The WHATSNEW document has a large list of changes:</p><p> While officially it is still in alpha release, the code is quite stable and the various nightly builds of 4.9.3 are in wide use in production. THe alpha status is because the UI interface is changing so rapidly. The customer-facing code is very stable and in most ways is better than the stable 4.8.6 branch.</p><p> The code is available at the ICDEVGROUP site:</p> <DL> <DT>TAR</DT> <DD> <A HREF="http://ftp.icdevgroup.org/interchange/4.9/tar/interchange-4.9.4.tar.gz"> http://ftp.icdevgroup.org/interchange/4.9/tar/interchange-4.9.4.tar.gz </a> </DD> <DT>RPM</DT> <DD> <A HREF="http://ftp.icdevgroup.org/interchange/4.9/rpm/"> http://ftp.icdevgroup.org/interchange/4.9/rpm/ </a> </DD> <DT>SRPM</DT> <DD> <A HREF="http://ftp.icdevgroup.org/interchange/4.9/srpm/"> http://ftp.icdevgroup.org/interchange/4.9/srpm/ </a> </DD> </DL>
100076	20021114		Order Fulfillment: The E-Commerce Deal Breaker	<p>There is an interesting <a href="http://story.news.yahoo.com/news?tmpl=story&ncid=620&e=2&cid=620&u=/nf/20021114/bs_nf/19974">story</a> from <a href="http://www.CRMDaily.com">CRM Daily</A> (via <a href="http://news.yahoo.com">Yahoo! News</a>) that talks about the fulfillment process and how many e-commerce software packages have a hard time handling the process.</p><p>Many of you may not know that Interchange works well as a platform for delivering on CRM processes. The <a href="/interchange-doc-5.2.0/icdatabase.html#Order%20Routing">order routing facility</a> of Interchange allows many custom actions upon order, and the built-in order database can be updated to reflect real-time status. Since it uses standard SQL, external programs can update status as well.</p>
B010	20021028	mheins	Some docs for Interchange 4.9	<p>We have put up some <a href="/doc-5.0/">documentation for Interchange 4.9/5.0</a>. They have some of the new features in there, but of course not everything is covered.</p><p>We encourage anyone who is using IC 5.0 to contribute pieces of documentation, especially context-sensitive help for the Admin UI.</p>
100061	20021028	mheins	Interchange on front cover of Linux Magazine	<p>Interchange <a href="https://web.archive.org/web/20021108022804/http://www.alamerce.nl/images/LinuxCover50.jpg">made the front cover</a> of the October 2002 edition of <a href="https://www.linuxmag.nl/">Linux Magazine</a> — in Dutch. It is a four-page feature article by Interchange core group member Ton Verhagen.</p>
100050	20021026	mheins	Whither Red Hat?	<p>Some folks at <a href="http://www.redhat.com/">Red Hat</a> are telling people that they have “phased out” Interchange, and this is causing some confusion.</p><p>To make this absolutely clear, Red Hat has changed corporate direction to focus more on the enterprise, and Interchange didn’t fit those plans. They have stopped directly supporting Interchange. Personally, I wish they would just release an official statement on it....</p><p>Interchange itself is far from phased out. Anyone who has looked at <a href="/i/dev/demo">the latest demo</a> or waded through the 1500+ monthly messages on the mail list can see that. The users and core developers of ICDEVGROUP are hard at work. One of the neat things about the <a href="http://www.gnu.org/">GNU</a> GPL is that software cannot die other than from lack of interest. There is no lack of interest in Interchange.</p>
